"MEMBER.ID"	"MEMBER.TYPE"	"MARKETING.ROLE"	"MEMBER.SINCE.DATE"	"EXPIRATION.DATE"	"STATUS"	"MARKETINGPOWER.STATUS"	"PREFIX"	"SUFFIX"	"ADDRESS.CHANGE.DATE"	"COMMUNICATION.CHANGE.DATE"	"ALLOW.EMAIL.FLAG"	"COMPANY.NAME"	"JOB.TITLE"	"PRIMARY.ADDRESS.TYPE"	"PRIMARY.CITY"	"PRIMARY.STATE"	"PRIMARY.POSTAL.CODE"	"PRIMARY.COUNTRY"	"PRIMARY.PHONE.LOCATION"	"ALLOW.PHONE.CALLS"	"SECONDARY.ADDRESS.TYPE"	"SECONDARY.CITY"	"SECONDARY.STATE"	"SECONDARY.POSTAL.CODE"	"SECONDARY.COUNTRY"	"GROUP"	"MARKETING.RESPONSIBILITY"	"STUDENT.GRADUATION.DATE"	"HIGHEST.DEGREE"	"YEARS.IN.MARKETING"	"JOB.TITLE.CATEGORY"	"INDUSTRY"	"COMPANY.SALES.REVENUE"	"COMPANY.SIZE"	"RESPONSIBILITY.TYPE"	"YEARS.EMPLOYED.AT.COMPANY"	"AGE.CATEGORY"	"NUMBER.OF.OTHER.ASSOCS"	"PAID.BY.COMPANY"	"PRIMARY.TOPIC.AREA"	"SECONDARY.TOPIC.AREA"	"TERTIARY.TOPIC.AREA"	"DATE.LAST.MODIFIED"	"DATE.PULLED"	"MEMBER.FOCUS"	"AUTO.RENEWAL"	"MARKET.CODE"	"RENEW"
3259888	"PROFESSIONAL"	"Marketers"	2012-07-17	2015-07-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Emerson College"	"Student"	"HOME"	"Malden"	"MA"	"2148"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"5/28/2012"	"Masters"	"Less Than 5"	"Student"	"Transportation & Warehousing"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Brand/Product Management"	"Green Marketing"	"7/17/2012"	2015-03-31	NA	NA	NA	1
3259966	"YOUNG PROFESSIONAL"	"Marketers"	2012-07-31	2015-07-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	NA	NA	"HOME"	"Chelmsford"	"MA"	"1824"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"12/1/2012"	"Masters"	"Less Than 5"	"Manager/Sr. Manager"	"Telecommunications"	NA	"5000 to 9999"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Career Development"	"Marketing Research"	"7/3/2014"	2015-03-31	"CHAPTER"	NA	NA	1
3260166	"PROFESSIONAL"	"Marketers"	2012-07-26	2015-07-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Liberty Mutual"	"VP  Brand Marketing"	"BUS"	"Boston"	"MA"	"2116"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Vice President/EVP"	"Insurance"	NA	"25000PLUS"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Analytics/Metrics"	"Marketing Communications"	"7/26/2012"	2015-03-31	NA	NA	NA	0
3260256	"PROFESSIONAL"	"Academics"	2012-07-30	2015-07-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Harvard Business School"	"Assistant Professor of Business Admin"	"BUS"	"Boston"	"MA"	"2163"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"5 to 9"	"Academic/Professor"	"Marketing Research"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Academia"	"Sales/Sales Management"	NA	"5/24/2013"	2015-03-31	NA	NA	NA	1
3283373	"PROFESSIONAL"	"Marketers"	2013-07-17	2015-07-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Flynn Consulting Group LLC"	"President"	"BUS"	"Saunderstown"	"RI"	"2874"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"CEO/President"	"Other"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Marketing Communications"	"Marketing Research"	"9/15/2014"	2015-03-31	"NATIONAL"	NA	NA	1
3308683	"PROFESSIONAL"	"Marketers"	2014-07-09	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MISS"	NA	NA	NA	NA	"Millstone Marketing"	"Sales Director"	"BUS"	"Madison"	"CT"	"6443"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Principal/Partner"	"Advertising"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Online/Interactive Marketing"	"Sales/Sales Management"	"7/9/2014"	2015-03-31	"CHAPTER"	NA	NA	0
3308703	"YOUNG PROFESSIONAL"	"Marketers"	2014-07-09	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"TribalVision"	"Marketing Associate"	"HOME"	"Brookline"	"MA"	"2445"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"5/22/2011"	"Bachelors"	"Less Than 5"	"Analyst"	"Other"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Career Development"	"Customer Engagement"	"7/9/2014"	2015-03-31	"CHAPTER"	NA	NA	0
3308756	"PROFESSIONAL"	"Marketers"	2014-07-10	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Self Employed"	"Marketing Consultant"	"HOME"	"Newton"	"MA"	"2468"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Consultant"	"Professional Services"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"Product Management/Development"	"7/10/2014"	2015-03-31	"NATIONAL"	NA	NA	0
3308763	"PROFESSIONAL"	"Marketers"	2014-07-10	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Turino Group"	"Director of Business Development & Strategic Planning"	"BUS"	"Providence"	"RI"	"2908"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Consultant"	"Other"	NA	"10 to 49"	"B to B"	NA	NA	NA	"N"	"Advertising"	"Brand/Product Management"	"Social Media"	"7/10/2014"	2015-03-31	"NATIONAL"	NA	NA	0
3308876	"PROFESSIONAL"	"Marketers"	2014-07-14	2015-07-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Carbonite"	"Lead Generation Manager"	"BUS"	"Boston"	"MA"	"2111"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Manager/Sr. Manager"	"Technology(hardware/software/internet)"	NA	"250 to 999"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Online/Interactive Marketing"	"2/22/2015"	2015-03-31	"NATIONAL"	NA	NA	0
3309024	"YOUNG PROFESSIONAL"	"Marketers"	2014-07-16	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Deloitte"	"Marketing Associate"	"BUS"	"Boston"	"MA"	"2116"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"5/19/2013"	"Bachelors"	"Less Than 5"	"Other"	"Financial Services"	NA	"25000PLUS"	"B to B"	NA	NA	NA	"N"	"Brand/Product Management"	"Online/Interactive Marketing"	"Marketing Communications"	"2/4/2015"	2015-03-31	"CHAPTER"	NA	NA	0
3309043	"PROFESSIONAL"	"Marketers"	2014-07-16	2015-07-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Visiting Nurse Association of Boston"	"Manager  Marketing & Public Relations"	"BUS"	"Charlestown"	"MA"	"2129"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Manager/Sr. Manager"	"Health Care Services"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Brand/Product Management"	"Marketing Communications"	"7/16/2014"	2015-03-31	"NATIONAL"	NA	NA	1
3309158	"PROFESSIONAL"	"Academics"	2014-07-18	2015-07-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Harvard Business School"	"Associate Professor"	"SCHL"	"Boston"	"MA"	"2163"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"5 to 9"	"Academic/Professor"	"Education"	NA	"1000 to 4999"	"B to B"	NA	NA	NA	"N"	"Academia"	"Brand/Product Management"	NA	"7/18/2014"	2015-03-31	"NATIONAL"	NA	NA	0
3309336	"PROFESSIONAL"	"Marketers"	2014-07-23	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"OSRAM SYLVANIA"	"Director  Brand Management & Marketing Communications"	"BUS"	"Danvers"	"MA"	"1923"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"Director/Sr. Director"	"Manufacturing"	NA	"10000 to 24999"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Brand/Product Management"	"Global Marketing"	"8/7/2014"	2015-03-31	"NATIONAL"	NA	NA	0
3309624	"PROFESSIONAL"	"Marketers"	2014-07-29	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Gary Ambrosino"	"CEO"	"BUS"	"Tewksbury"	"MA"	"1876"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"CEO/President"	"Technology(hardware/software/internet)"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Online/Interactive Marketing"	"8/28/2014"	2015-03-31	"CHAPTER"	NA	NA	0
3309805	"PROFESSIONAL"	"Marketers"	2014-08-01	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Road Scholar"	"Associate Vice President Marketing Operations & Campaigns"	"BUS"	"Boston"	"MA"	"2111"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Director/Sr. Director"	"Travel & Tourism"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Online/Interactive Marketing"	"Direct Marketing"	"9/15/2014"	2015-03-31	"NATIONAL"	NA	NA	0
3309810	"PROFESSIONAL"	"Marketers"	2014-08-01	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Mount Ida College"	"Digital Marketing Content Specialist"	"HOME"	"Dover"	"MA"	"2030"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Other"	"Education"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Career Development"	"Online/Interactive Marketing"	"Marketing Communications"	"8/1/2014"	2015-03-31	"NATIONAL"	NA	NA	0
3311057	"PROFESSIONAL"	"Marketers"	2014-08-26	2015-07-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Teenlife Media"	"Marketing Officer"	"BUS"	"Brookline"	"MA"	"2446"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	NA	NA	NA	"8/26/2014"	2015-03-31	"NATIONAL"	NA	NA	0
723974	"PROFESSIONAL"	"Academics"	1963-05-01	2015-08-31	"CURRENT"	"UNCONFIRMED"	"PROF"	NA	NA	NA	NA	"Harvard University"	"Professor"	"BUS"	"Boston"	"MA"	"2163"	"United States"	"WORK"	NA	"HOME"	"Wayland"	"MA"	"1778"	"United States"	"No"	"Education"	NA	"Doctorate"	"20PLUS"	NA	"Education"	"101M to 500M"	"250 to 999"	"B to C"	NA	"65OVER"	NA	"N"	"Marketing Communications"	"Brand/Product Management"	"Nonprofit Marketing"	"8/4/2005"	2015-04-30	NA	NA	NA	1
810168	"PROFESSIONAL"	"Researchers"	1987-04-01	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	"II"	NA	NA	NA	NA	"Research Director"	"HOME"	"Stoughton"	"MA"	"2072"	"United States"	"HOME"	NA	"BUS"	"Groton"	"MA"	"1471"	"United States"	"No"	"Market Research  to  Client Side"	NA	"Doctorate"	"20PLUS"	"Director/Sr. Director"	"Other"	"1 Billion plus"	"5000 to 9999"	"B to B"	NA	"45 to 54"	"2 to 3"	"N"	"Marketing Research"	"Brand/Product Management"	"Direct Marketing"	"10/3/2014"	2015-04-30	"CHAPTER"	NA	NA	1
875730	"EMERITUS"	"Academics"	1990-01-01	2015-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	NA	NA	"HOME"	"Cambridge"	"MA"	"2140"	"United States"	"HOME"	NA	NA	NA	NA	NA	NA	"No"	"Education"	NA	"Doctorate"	"20PLUS"	"Academic/Professor"	"Education"	"0 to 50 Million"	"1 to 9"	"B to B"	"10 to 19"	"65OVER"	"0 to 1"	"N"	"Brand/Product Management"	"Global Marketing"	"Strategy/Planning"	"8/2/2010"	2015-04-30	NA	NA	NA	1
2140566	"PROFESSIONAL"	"Researchers"	1997-02-14	2015-08-31	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Blockbuster Strategy Group"	"President"	"BUS"	"Swampscott"	"MA"	"01907-2423"	"United States"	"WORK"	NA	"HOME"	"Swampscott"	"MA"	"1907"	"United States"	"No"	"Market Research  to  Client Side"	NA	"Masters"	"10 to 19"	"Account Executive/Director"	"Health Care Services"	"101M to 500M"	"250 to 999"	"B to C"	NA	"35 to 44"	NA	NA	"Marketing Research"	"Strategy/Planning"	"Brand/Product Management"	"7/11/2011"	2015-04-30	NA	NA	NA	1
2953058	"PROFESSIONAL"	"Marketers"	2005-03-21	2015-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	NA	NA	"HOME"	"Sudbury"	"MA"	"1776"	"United States"	"CELL"	NA	"BUS"	"Danvers"	"MA"	"1923"	"United States"	"No"	"Brand Manager"	NA	"Bachelors"	"20PLUS"	"Manager/Sr. Manager"	"Consumer Products/Packaged Goods"	NA	"250 to 999"	"B to C"	NA	"Decline"	"2 to 3"	"N"	"Advertising"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"8/18/2014"	2015-04-30	"CHAPTER"	NA	NA	0
3039150	"PROFESSIONAL"	"Researchers"	2007-05-04	2015-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	NA	NA	"Insights Project Leader"	"HOME"	"Portsmouth"	"NH"	"03801-3967"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Bachelors"	"5 to 9"	"Other"	"Insurance"	"1 Billion plus"	"25000PLUS"	"B to C"	NA	"22 to 34"	"0 to 1"	"N"	"Analytics/Metrics"	"Marketing Research"	"Product Management/Development"	"10/25/2013"	2015-04-30	NA	NA	NA	1
3125759	"PROFESSIONAL"	"Marketers"	2008-08-19	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Emerson College"	"Vice President of Enrollment Management"	"BUS"	"Boston"	"MA"	"2116"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Higher Education Marketing"	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Higher Education Marketing"	"Marketing Communications"	"Marketing Research"	"10/1/2009"	2015-04-30	NA	NA	NA	0
3128226	"PROFESSIONAL"	"Marketers"	2009-08-13	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Boston University"	"Associate Vice President  Strategic Communications"	"BUS"	"Boston"	"MA"	"2215"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Marketing Communications"	NA	"Masters"	"10 to 19"	"Vice President/EVP"	"Education"	NA	"5000 to 9999"	"B to C"	NA	"35 to 44"	"0 to 1"	"Y"	"Higher Education Marketing"	"Marketing Research"	"Strategy/Planning"	"9/25/2013"	2015-04-30	NA	NA	NA	1
3134414	"PROFESSIONAL"	"Marketers"	2008-10-28	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Northeastern University"	"VP Marketing  School of Business"	"HOME"	"Boston"	"MA"	"2118"	"United States"	"CELL"	NA	"BUS"	"Boston"	"MA"	"2115"	"United States"	"No"	NA	NA	"Masters"	"20PLUS"	"Vice President/EVP"	"Education"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Academia"	"Brand/Product Management"	"Direct Marketing"	"8/26/2014"	2015-04-30	"NATIONAL"	NA	NA	0
3166140	"PROFESSIONAL"	"Marketers"	2000-01-01	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"National Fish & Seafood"	"VP of Marketing"	"BUS"	"Gloucester"	"MA"	"1930"	"United States"	"CELL"	NA	"HOME"	"S Hamilton"	"MA"	"1982"	NA	"No"	"Brand Manager"	NA	"Masters"	"20PLUS"	"CEO/President"	NA	"0 to 50 Million"	"1 to 9"	"B to C"	NA	"45 to 54"	"2 to 3"	"Y"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"Packaging/POP"	"11/12/2014"	2015-04-30	NA	NA	NA	1
3177976	"PROFESSIONAL"	"Marketers"	2009-12-10	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"AMM"	"Client Service Manager"	"BUS"	"Holliston"	"MA"	"1746"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Higher Education Marketing"	NA	"Decline"	"20PLUS"	"Manager/Sr. Manager"	"Other"	"0 to 50 Million"	"50 to 249"	"B to B"	NA	"35 to 44"	"0 to 1"	"N"	"Direct Marketing"	"Email Marketing"	"Higher Education Marketing"	"9/25/2013"	2015-04-30	NA	NA	NA	0
3209848	"PROFESSIONAL"	"Marketers"	2011-04-28	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"PI Worldwide"	"Marketing Specialist"	"BUS"	"Wellesley"	"MA"	"2481"	NA	"WORK"	NA	"HOME"	"Brookline"	"MA"	"2446"	"United States"	"No"	"Marketing Communications"	NA	NA	"Less Than 5"	"Other"	"Other"	"51M to 100M"	"10 to 49"	"B to B"	NA	"22 to 34"	"0 to 1"	"N"	"Analytics/Metrics"	"Career Development"	"Marketing Communications"	"10/7/2014"	2015-04-30	"CHAPTER"	NA	NA	0
3248068	"PROFESSIONAL"	"Marketers"	2012-01-09	2015-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	NA	"Sonesta International Hotels"	"Senior Director  Marketing"	"BUS"	"Newton"	"MA"	"2458"	"United States"	"WORK"	NA	"HOME"	"Worcester"	"MA"	"1602"	"United States"	"No"	"Marketing Communications"	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Hospitality/ Event Management / Meeting Planning"	NA	"1000 to 4999"	"B to C"	NA	"35 to 44"	"0 to 1"	"N"	"Brand/Product Management"	"Marketing Communications"	"Online/Interactive Marketing"	"8/13/2014"	2015-04-30	"NATIONAL"	NA	NA	0
3257030	"PROFESSIONAL"	"Academics"	2012-05-10	2015-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Assumption College"	"Director  MBA and Visiting Assitant Professor"	"BUS"	"Worcester"	"MA"	"1609"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"Academic/Professor"	"Education"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Academia"	"Brand/Product Management"	"Global Marketing"	"10/7/2014"	2015-04-30	"NATIONAL"	NA	NA	0
3260573	"PROFESSIONAL"	"Marketers"	2012-08-07	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Lindt Chocolate"	"Vice President of Marketing"	"BUS"	"Stratham"	"NH"	"3885"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Vice President/EVP"	"Food and Beverage"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"Social Media"	"8/7/2012"	2015-04-30	NA	NA	NA	1
3260883	"PROFESSIONAL"	"Marketers"	2012-08-14	2015-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Self"	"Consultant"	"HOME"	"Grantham"	"NH"	"3753"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Consultant"	"Other"	NA	"1 to 9"	"B to B"	NA	NA	NA	"N"	"Brand/Product Management"	"Online/Interactive Marketing"	"Social Media"	"8/14/2012"	2015-04-30	"NATIONAL"	NA	NA	0
3261129	"PROFESSIONAL"	"Marketers"	2012-08-21	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	NA	"CEO"	"BUS"	"Boston"	"MA"	"2116"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Decline"	"20PLUS"	"CEO/President"	"Other"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Database/CRM"	"Email Marketing"	"Online/Interactive Marketing"	"8/21/2012"	2015-04-30	NA	NA	NA	0
3261137	"PROFESSIONAL"	"Marketers"	2012-08-21	2015-08-31	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	NA	"Adviser Investments"	"Director of Marketing"	"BUS"	"Newton"	"MA"	"2459"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Director/Sr. Director"	"Financial Services"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Database/CRM"	"Direct Marketing"	"Email Marketing"	"8/21/2012"	2015-04-30	NA	NA	NA	1
3261178	"PROFESSIONAL"	"Marketers"	2012-08-22	2015-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	NA	"Adviser Investments"	"Assistant Marketing Manager"	"BUS"	"Newton"	"MA"	"2459"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Other"	"Financial Services"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Database/CRM"	"Direct Marketing"	"8/22/2012"	2015-04-30	NA	NA	NA	0
3283528	"STUDENT"	"Student"	2013-08-14	2015-08-31	"CURRENT"	"CONFIRMED"	"MISS"	NA	NA	NA	NA	"Northeastern University"	"MBA Candidate  Class of 2014"	"HOME"	"Boston"	"MA"	"2215"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"12/15/2014"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Global Marketing"	"Marketing Research"	"7/22/2013"	2015-04-30	NA	NA	NA	0
3284083	"PROFESSIONAL"	"Marketers"	2013-08-05	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Hologic Inc"	"Marketing Manager"	"BUS"	"Marlborough"	"MA"	"1752"	"United States"	"CELL"	NA	"BUS"	"Marlborough"	"MA"	"1752"	"United States"	"No"	NA	NA	"Bachelors"	"5 to 9"	"Manager/Sr. Manager"	"Health Care Services"	NA	"5000 to 9999"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Customer Engagement"	"Email Marketing"	"12/30/2013"	2015-04-30	NA	NA	NA	1
3284385	"PROFESSIONAL"	"Marketers"	2013-08-12	2015-08-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Libretto Inc"	"President"	"BUS"	"Boston"	"MA"	"2118"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"20PLUS"	"CEO/President"	"Advertising"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Higher Education Marketing"	"Nonprofit Marketing"	"8/12/2013"	2015-04-30	NA	NA	NA	0
3285093	"PROFESSIONAL"	"Marketers"	2013-08-26	2015-08-31	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	NA	"Massmutual"	"Communication Consulting"	"HOME"	"Boston"	"MA"	"2118"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Manager/Sr. Manager"	"Insurance"	NA	"5000 to 9999"	"B to C"	NA	NA	NA	"N"	"Customer Engagement"	"Direct Marketing"	"Marketing Communications"	"3/5/2014"	2015-04-30	NA	NA	NA	0
3285398	"PROFESSIONAL"	"Academics"	2013-08-31	2015-08-31	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	"Cambridge College"	"Professor"	"HOME"	"Arlington"	"MA"	"2476"	"United States"	"SCHL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"20PLUS"	"Academic/Professor"	"Education"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Marketing Communications"	"Online/Interactive Marketing"	"8/31/2013"	2015-04-30	NA	NA	NA	1
3306976	"PROFESSIONAL"	"Marketers"	2014-08-08	2015-08-31	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Hinckley Allen"	"Associate Marketing Director"	"BUS"	"Boston"	"MA"	"2109"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Decline"	"10 to 19"	"Other"	"Other"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Online/Interactive Marketing"	"Direct Marketing"	"Marketing Communications"	"8/8/2014"	2015-04-30	"CHAPTER"	NA	NA	0
3308898	"YOUNG PROFESSIONAL"	"Marketers"	2014-08-13	2015-08-31	"CURRENT"	"UNCONFIRMED"	"MISS"	NA	NA	NA	NA	"Essential Design"	"Marketing Associate"	"BUS"	"Boston"	"MA"	"2111"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	"6/2/2013"	"Bachelors"	"Less Than 5"	"Assitant/Coordinator"	"Other"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Marketing Communications"	"Product Management/Development"	"7/14/2014"	2015-04-30	"CHAPTER"	NA	NA	0
3309890	"PROFESSIONAL"	"Marketers"	2014-08-04	2015-08-31	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Verizon Communications"	"Marketing Manager"	"HOME"	"Boston"	"MA"	"2116"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Manager/Sr. Manager"	"Telecommunications"	NA	"25000PLUS"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Online/Interactive Marketing"	"Direct Marketing"	"8/4/2014"	2015-04-30	"CHAPTER"	NA	NA	0
3310140	"PROFESSIONAL"	"Marketers"	2014-08-08	2015-08-31	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Hinckley Allen"	"Director of Marketing"	"BUS"	"Boston"	"MA"	"2109"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Decline"	"10 to 19"	"Director/Sr. Director"	"Other"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Online/Interactive Marketing"	"Mobile Marketing"	"8/8/2014"	2015-04-30	"CHAPTER"	NA	NA	1
